Company,Type,OpSys,CPU,GPU,Ram,Weight,Touchscreen,ClockSpeed,HDD,SSD,PPI,Display,Price
Dell,Gaming,Windows,Inteli7,NvidiaGeForce,16,2.65,0,2.8,1.024,0.512,384.61538461538464,IPS4KUltraHD,98301.6
Lenovo,Notebook,Windows,Inteli5,IntelHD,4,2.1,0,2.3,0.0,0.128,136.7948717948718,NonIPS,26267.04
Acer,Notebook,Windows,Inteli7,NvidiaGeForce,8,2.23,0,2.7,1.024,0.0,192.30769230769232,NonIPSFullHD,39533.76
Lenovo,Gaming,Windows,Inteli7,NvidiaGeForce,16,3.2,0,2.8,1.024,0.512,192.30769230769232,IPSFullHD,93186.72
Dell,Workstation,Windows,IntelXeon,NvidiaQuadro,16,2.8,0,3.0,1.024,0.256,384.61538461538464,NonIPS4KUltraHD,162770.4
Lenovo,Gaming,Others,Inteli7,NvidiaGeForce,16,2.4,0,2.8,0.0,0.512,192.30769230769232,NonIPSFullHD,74485.44
Dell,Notebook,Windows,Inteli3,IntelHD,6,2.3,1,2.4,1.024,0.0,136.7948717948718,NonIPS,23389.92
Dell,Ultrabook,Windows,Inteli7,IntelHD,8,1.21,1,1.8,0.0,0.256,451.12781954887214,IPS4KUltraHD,103842.72
Dell,Ultrabook,Windows,Inteli7,IntelHD,8,1.2,0,1.8,0.0,0.256,225.56390977443607,NonIPSFullHD,77202.72
Lenovo,Notebook,Windows,Inteli5,IntelHD,8,2.2,0,2.5,0.0,0.256,136.7948717948718,NonIPS,31808.16
Acer,Notebook,Linux,Inteli7,NvidiaGeForce,8,2.4,0,2.8,1.024,0.0,192.30769230769232,NonIPSFullHD,41505.12
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,16,2.9,0,2.8,1.024,0.256,173.41040462427745,NonIPSFullHD,74964.95999999999
HP,Notebook,Others,Inteli3,IntelHD,4,2.1,0,2.0,0.5,0.0,192.30769230769232,NonIPSFullHD,18594.72
Lenovo,Notebook,Others,Inteli5,IntelHD,8,2.2,0,2.5,0.0,0.256,192.30769230769232,NonIPSFullHD,29250.72
others,Ultrabook,Windows,Inteli7,IntelHD,8,1.05,0,2.7,0.0,0.512,276.9230769230769,IPSFullHD,79866.72
Dell,Ultrabook,Windows,Inteli7,AMDRadeon,8,1.4,0,1.8,0.0,0.256,225.56390977443607,IPSFullHD,49650.5664
Lenovo,Notebook,Others,Inteli5,NvidiaGeForce,8,2.8,0,2.5,1.024,0.0,144.50867052023122,NonIPS,31381.92
HP,Notebook,Windows,Inteli7,NvidiaGeForce,8,1.63,0,1.8,0.0,0.256,214.28571428571428,NonIPSFullHD,54931.68
Dell,Ultrabook,Windows,Inteli5,IntelHD,8,1.6,0,1.6,0.0,0.256,214.28571428571428,NonIPSFullHD,61218.72
Dell,2 in 1 Convertible,Windows,Inteli7,IntelHD,16,1.62,1,1.8,0.0,0.512,225.56390977443607,NonIPSFullHD,68145.12
Dell,Notebook,Linux,Inteli5,AMDRadeon,8,2.2,0,1.6,0.0,0.256,192.30769230769232,NonIPSFullHD,36089.208
Lenovo,2 in 1 Convertible,Windows,Inteli5,IntelHD,8,1.74,0,1.6,0.0,0.256,214.28571428571428,IPSFullHD,47898.72
Toshiba,Ultrabook,Windows,Inteli7,IntelHD,8,1.2,0,2.5,0.0,0.256,225.56390977443607,NonIPSFullHD,72620.64
HP,Notebook,Windows,Inteli5,IntelHD,8,2.1,0,1.6,1.024,0.0,192.30769230769232,NonIPSFullHD,42304.32
Dell,Gaming,Windows,Inteli7,NvidiaGeForce,16,4.42,0,2.8,1.024,0.256,173.41040462427745,IPSFullHD,130873.7952
Acer,Notebook,Windows,Inteli7,NvidiaGeForce,8,2.2,0,2.7,0.0,0.256,192.30769230769232,NonIPSFullHD,44328.96
Dell,Notebook,Windows,Inteli7,AMDRadeon,16,2.3,1,2.7,1.024,0.0,192.30769230769232,NonIPSFullHD,45768.0528
Asus,Notebook,Windows,Inteli5,NvidiaGeForce,8,2.0,0,2.5,0.0,0.256,192.30769230769232,NonIPSFullHD,40972.32
Asus,Notebook,Windows,Inteli5,NvidiaGeForce,8,2.69,0,2.5,0.5,0.256,173.41040462427745,NonIPSFullHD,47472.48
HP,Notebook,Windows,Inteli7,AMDFirePro,8,1.9,0,2.7,1.024,0.0,192.30769230769232,NonIPSFullHD,67612.31999999999
Asus,Notebook,Windows,Inteli3,IntelHD,4,2.37,0,2.4,1.024,0.0,136.7948717948718,NonIPS,21258.1872
HP,Notebook,Windows,AmdE,AMDRadeon,4,2.1,0,1.5,0.5,0.0,136.7948717948718,NonIPS,17582.399999999998
Lenovo,Gaming,Windows,Inteli7,NvidiaGeForce,16,3.2,0,2.8,1.024,0.256,192.30769230769232,IPSFullHD,79866.72
Dell,Notebook,Windows,Inteli5,IntelHD,8,1.6,0,2.5,0.0,0.256,214.28571428571428,NonIPSFullHD,45767.52
Acer,2 in 1 Convertible,Windows,Inteli5,IntelHD,8,1.6,1,2.3,0.0,0.256,225.56390977443607,IPSFullHD,36709.92
Dell,Notebook,Linux,Inteli7,AMDRadeon,16,2.36,0,2.7,0.0,0.256,192.30769230769232,NonIPSFullHD,47898.72
Acer,Notebook,Linux,Inteli3,IntelHD,4,2.1,0,2.0,1.024,0.0,136.7948717948718,NonIPS,20779.2
Asus,Notebook,Windows,AmdA,AMDRadeon,4,2.2,0,2.5,1.024,0.128,192.30769230769232,NonIPSFullHD,30636.0
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,32,4.7,0,2.9,1.024,0.512,173.41040462427745,NonIPSFullHD,207259.2
Acer,Gaming,Windows,Inteli5,NvidiaGeForce,8,2.5,0,2.5,0.0,0.256,192.30769230769232,IPSFullHD,45074.88
Lenovo,Notebook,Windows,Inteli3,IntelHD,8,2.2,0,2.0,0.0,0.128,136.7948717948718,NonIPS,31381.92
Asus,Notebook,Windows,Inteli7,NvidiaGeForce,8,2.1,0,1.8,1.024,0.128,173.41040462427745,NonIPSFullHD,61005.6
Asus,Notebook,Others,Inteli7,NvidiaGeForce,8,2.69,0,2.7,1.024,0.128,173.41040462427745,NonIPSFullHD,47365.92
Dell,Gaming,Windows,Inteli5,NvidiaGeForce,8,2.56,0,2.5,0.0,0.256,192.30769230769232,NonIPSFullHD,46833.12
Lenovo,2 in 1 Convertible,Windows,Inteli7,IntelHD,8,1.38,1,2.7,0.0,0.256,215.8273381294964,IPSFullHD,57489.12
Dell,Notebook,Windows,Inteli7,AMDRadeon,8,2.2,0,1.8,2.048,0.128,192.30769230769232,NonIPSFullHD,52480.8
HP,Notebook,Windows,Inteli5,IntelHD,8,2.04,1,2.5,1.024,0.0,136.7948717948718,NonIPS,29783.52
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,16,3.6,0,2.9,0.0,0.256,173.41040462427745,NonIPSFullHD,159786.72
HP,Notebook,Windows,Inteli5,IntelHD,4,1.49,0,1.6,0.5,0.0,225.56390977443607,IPSFullHD,35964.0
Apple,Ultrabook,Mac,Inteli5,IntelIris,8,1.37,0,3.1,0.0,0.512,312.78195488721803,IPSRetina,108691.2
Dell,2 in 1 Convertible,Windows,Inteli7,IntelHD,8,2.08,1,1.8,1.024,0.0,192.30769230769232,IPSFullHD,43636.32
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,16,4.3,0,2.8,1.024,0.256,173.41040462427745,NonIPSFullHD,95850.72
Asus,Notebook,Windows,AmdA,AMDRadeon,4,1.68,0,3.0,1.024,0.0,136.7948717948718,NonIPS,24988.32
Lenovo,2 in 1 Convertible,Windows,Inteli7,IntelHD,8,1.37,1,1.8,0.0,0.512,215.8273381294964,IPSFullHD,98514.72
Acer,Notebook,Windows,Inteli3,NvidiaGeForce,4,3.0,0,2.7,0.0,0.256,173.41040462427745,IPSFullHD,37402.56
Dell,Ultrabook,Windows,Inteli5,IntelHD,8,1.41,0,1.6,0.0,0.256,225.56390977443607,NonIPSFullHD,50562.72
HP,Notebook,Windows,AmdA,AMDRadeon,8,1.91,0,2.5,0.0,0.128,136.7948717948718,NonIPS,23757.552
HP,Notebook,Windows,Inteli7,NvidiaGeForce,16,2.9,0,1.8,1.024,0.0,173.41040462427745,IPSFullHD,56423.52
MSI,Gaming,Windows,Inteli7,NvidiaGeForce,16,4.14,0,2.8,1.024,0.512,173.41040462427745,NonIPSFullHD,133146.72
Lenovo,2 in 1 Convertible,Windows,Inteli7,NvidiaGeForce,8,2.0,1,2.8,0.0,0.512,192.30769230769232,IPSFullHD,90522.72
Dell,Notebook,Windows,Inteli7,AMDRadeon,8,2.8,0,1.8,1.024,0.128,173.41040462427745,NonIPSFullHD,60845.76
Lenovo,Notebook,Others,Inteli3,IntelHD,4,2.2,0,2.0,0.0,0.256,192.30769230769232,NonIPSFullHD,23656.32
HP,Notebook,Windows,Inteli5,IntelHD,4,2.1,0,1.6,0.5,0.0,192.30769230769232,IPSFullHD,38468.16
Dell,Notebook,Windows,Inteli5,IntelHD,4,2.18,0,2.5,1.024,0.0,192.30769230769232,NonIPSFullHD,35004.96
Dell,Notebook,Windows,Inteli5,AMDRadeon,8,2.24,0,2.5,1.024,0.0,192.30769230769232,NonIPSFullHD,30103.2
Dell,2 in 1 Convertible,Windows,Inteli5,IntelHD,8,2.67,1,1.6,0.0,0.256,192.30769230769232,NonIPSFullHD,42570.72
Asus,2 in 1 Convertible,Windows,Inteli7,IntelHD,8,1.1,1,1.8,0.0,1.024,225.56390977443607,NonIPSFullHD,79866.72
Lenovo,Notebook,Others,Inteli5,IntelHD,4,2.2,0,2.5,1.024,0.0,192.30769230769232,NonIPSFullHD,24881.76
HP,Notebook,Windows,Inteli7,NvidiaGeForce,8,2.5,0,1.8,1.024,0.0,173.41040462427745,NonIPSFullHD,54239.04
Lenovo,Notebook,Windows,Inteli7,IntelHD,8,2.05,0,1.8,0.0,0.256,192.30769230769232,NonIPSFullHD,46886.4
Apple,Ultrabook,Mac,Inteli5,IntelIris,8,1.37,0,2.9,0.0,0.512,312.78195488721803,IPSRetina,104370.192
Asus,Gaming,Windows,AmdRyzen,AMDRadeon,16,3.2,0,3.0,1.024,0.256,173.41040462427745,NonIPSFullHD,82530.72
Dell,Notebook,Linux,Inteli7,AMDRadeon,8,2.14,0,1.8,0.0,0.256,192.30769230769232,NonIPSFullHD,39164.5296
Lenovo,2 in 1 Convertible,Windows,Inteli7,IntelHD,16,1.36,1,2.6,0.0,0.512,285.7142857142857,NonIPS,133146.72
Toshiba,Notebook,Windows,Inteli7,NvidiaGeForce,8,2.2,0,2.5,0.5,0.0,136.7948717948718,NonIPS,43263.36
Dell,Notebook,Windows,Inteli7,IntelHD,12,2.3,0,2.7,1.024,0.0,136.7948717948718,NonIPS,37992.3696
Dell,Notebook,Linux,Inteli7,AMDRadeon,8,2.8,0,1.8,1.024,0.128,173.41040462427745,NonIPSFullHD,58554.72
Acer,Notebook,Windows,Inteli7,NvidiaGeForce,8,2.2,0,1.8,1.024,0.0,192.30769230769232,IPSFullHD,39693.6
Lenovo,Notebook,Windows,Inteli3,IntelHD,4,2.8,0,2.0,1.024,0.0,144.50867052023122,NonIPS,26053.92
Lenovo,Notebook,Others,Inteli7,NvidiaGeForce,8,2.8,0,1.8,2.048,0.0,173.41040462427745,NonIPSFullHD,45234.72
Lenovo,Notebook,Windows,Inteli7,NvidiaGeForce,6,2.8,0,2.7,1.024,0.128,144.50867052023122,NonIPS,45767.52
Dell,Notebook,Linux,Inteli3,AMDRadeon,4,2.25,0,2.0,1.024,0.0,192.30769230769232,NonIPSFullHD,22803.84
Lenovo,Gaming,Windows,Inteli5,NvidiaGeForce,8,2.5,0,2.5,0.0,0.256,192.30769230769232,IPSFullHD,44169.12
Lenovo,Notebook,Windows,Inteli5,IntelHD,6,2.2,0,2.5,0.0,0.256,192.30769230769232,NonIPSFullHD,30849.12
Acer,Notebook,Windows,Inteli7,NvidiaGeForce,8,3.0,0,1.8,0.0,0.256,192.30769230769232,IPSFullHD,50669.28
Acer,Notebook,Windows,Inteli7,IntelHD,12,2.15,1,2.7,1.024,0.0,192.30769230769232,IPSFullHD,35111.52
Lenovo,Notebook,Windows,Inteli7,IntelHD,8,1.95,0,2.7,0.0,0.256,192.30769230769232,IPSFullHD,58448.16
Asus,Ultrabook,Windows,Inteli5,NvidiaGeForce,8,1.7,0,2.5,0.0,0.256,192.30769230769232,NonIPSFullHD,52054.56
Lenovo,Gaming,Windows,Inteli7,NvidiaGeForce,16,2.5,0,2.8,1.024,0.256,192.30769230769232,IPSFullHD,62817.12
Lenovo,Notebook,Others,Inteli7,NvidiaGeForce,8,2.2,0,2.7,1.024,0.0,192.30769230769232,NonIPSFullHD,35112.0528
Acer,Notebook,Chrome,IntelCeleron,IntelHD,2,2.19,0,1.5,0.0,0.016,136.7948717948718,NonIPS,10602.72
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,8,3.0,0,2.8,1.024,0.0,173.41040462427745,NonIPSFullHD,63243.36
HP,Notebook,Windows,Inteli3,IntelHD,8,2.54,0,2.0,1.024,0.0,144.50867052023122,NonIPS,26053.92
Dell,Notebook,Windows,Inteli7,NvidiaGeForce,8,2.0,0,2.8,0.0,0.256,192.30769230769232,NonIPSFullHD,97449.12
Lenovo,Notebook,Windows,Inteli5,IntelHD,8,2.05,0,1.6,0.0,0.256,192.30769230769232,NonIPSFullHD,39373.92
Lenovo,Gaming,Windows,Inteli7,NvidiaGeForce,8,3.2,0,2.8,1.024,0.0,192.30769230769232,IPSFullHD,69210.72
Acer,Notebook,Linux,Inteli7,NvidiaGeForce,8,2.5,0,2.8,0.0,0.256,192.30769230769232,NonIPSFullHD,52161.12
Dell,Workstation,Windows,Inteli7,NvidiaQuadro,16,3.42,0,2.9,0.0,0.256,173.41040462427745,NonIPSFullHD,153705.3408
Lenovo,Notebook,Windows,AmdA,AMDRadeon,6,2.4,0,2.4,1.024,0.0,192.30769230769232,NonIPSFullHD,26586.72
Asus,Ultrabook,Windows,Inteli7,NvidiaGeForce,16,1.63,0,2.7,0.0,0.512,192.30769230769232,NonIPSFullHD,78215.04
Asus,Notebook,Windows,Inteli3,IntelHD,4,1.3,0,2.4,0.0,0.128,152.42857142857142,NonIPS,27119.52
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,16,2.9,0,2.8,1.024,0.256,173.41040462427745,NonIPSFullHD,113060.16
Lenovo,Notebook,Windows,Inteli5,NvidiaGeForce,6,2.8,0,2.5,1.024,0.0,144.50867052023122,NonIPS,34578.72
Lenovo,Notebook,Others,Inteli5,NvidiaGeForce,8,2.2,0,2.5,2.048,0.0,136.7948717948718,NonIPS,29250.72
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,8,2.5,0,2.8,1.024,0.128,192.30769230769232,NonIPSFullHD,67399.2
Lenovo,Notebook,Others,IntelPentium,IntelHD,4,2.2,0,1.1,1.024,0.0,136.7948717948718,NonIPS,19180.2672
HP,2 in 1 Convertible,Windows,Inteli7,IntelHD,16,1.28,1,2.8,0.0,0.256,225.56390977443607,NonIPSFullHD,105228.0
Toshiba,Notebook,Windows,Inteli7,NvidiaGeForce,8,2.2,0,2.5,0.0,0.256,192.30769230769232,IPSFullHD,55571.04
Lenovo,Notebook,Windows,Inteli5,NvidiaGeForce,8,2.3,0,2.5,1.024,0.128,192.30769230769232,NonIPSFullHD,43636.32
HP,Notebook,Windows,Inteli3,IntelHD,4,1.86,0,2.0,1.024,0.0,192.30769230769232,NonIPSFullHD,24988.32
Lenovo,Notebook,Windows,Inteli5,IntelHD,8,1.1,0,2.5,0.0,0.256,225.56390977443607,IPSFullHD,53226.72
Dell,Ultrabook,Windows,Inteli7,IntelHD,16,1.21,1,1.8,0.0,1.0,451.12781954887214,IPS4KUltraHD,133146.72
MSI,Gaming,Windows,Inteli7,NvidiaGeForce,16,2.8,0,2.8,1.024,0.256,192.30769230769232,IPSFullHD,111834.72
Acer,Notebook,Windows,AmdA,AMDRadeon,8,2.23,0,2.2,0.0,0.256,192.30769230769232,NonIPSFullHD,24988.32
Asus,2 in 1 Convertible,Windows,IntelCeleron,IntelHD,2,1.1,1,1.1,0.0,0.0,183.9655172413793,NonIPS,14652.0
Dell,Notebook,Windows,Inteli5,AMDRadeon,8,2.33,0,1.6,1.024,0.128,192.30769230769232,NonIPSFullHD,44968.32
HP,2 in 1 Convertible,Windows,Inteli7,IntelHD,16,1.29,1,1.8,0.0,1.0,451.12781954887214,IPS4KUltraHD,130482.72
Lenovo,Notebook,Chrome,IntelCeleron,IntelHD,4,1.45,0,1.6,0.0,0.0,160.45112781954887,NonIPS,24503.472
HP,Notebook,Windows,Inteli5,IntelHD,8,1.95,0,2.5,0.0,0.256,214.28571428571428,NonIPSFullHD,52214.4
Acer,Notebook,Windows,IntelPentium,IntelHD,4,1.4,0,1.6,0.0,0.0,183.9655172413793,NonIPS,25840.8
HP,Notebook,Windows,Inteli7,IntelHD,8,1.48,0,2.7,0.0,0.256,214.28571428571428,NonIPSFullHD,68837.76
Lenovo,Notebook,Windows,Inteli5,NvidiaGeForce,4,2.79,0,2.5,1.024,0.0,144.50867052023122,NonIPS,31381.92
Asus,Notebook,Windows,Inteli7,IntelHD,8,2.0,0,2.7,0.0,0.256,214.28571428571428,NonIPSFullHD,58288.32
HP,Notebook,Windows,Inteli7,IntelHD,8,2.1,0,1.8,1.024,0.0,136.7948717948718,IPSFullHD,48058.56
Acer,Notebook,Windows,AmdA,AMDRadeon,8,2.2,0,2.7,0.0,0.256,136.7948717948718,NonIPS,35111.52
Lenovo,Notebook,Windows,IntelCeleron,IntelHD,4,1.44,0,1.1,0.0,0.0,152.42857142857142,NonIPS,15557.76
Acer,Notebook,Windows,Inteli5,IntelHD,6,2.23,0,2.5,1.024,0.0,136.7948717948718,NonIPS,29250.72
Asus,Ultrabook,Windows,Inteli7,NvidiaGeForce,8,1.7,0,2.7,0.0,0.256,192.30769230769232,NonIPSFullHD,55938.672
HP,Ultrabook,Windows,Inteli7,IntelHD,8,1.26,0,2.7,0.0,0.256,240.0,NonIPSFullHD,71128.8
Dell,Notebook,Windows,Inteli7,NvidiaGeForce,32,2.06,1,2.8,0.0,1.0,384.61538461538464,NonIPS4KUltraHD,140605.91999999998
MSI,Gaming,Windows,Inteli7,NvidiaGeForce,8,2.7,0,2.8,1.024,0.256,173.41040462427745,NonIPSFullHD,63882.72
Toshiba,Notebook,Windows,Inteli5,IntelHD,8,2.0,0,2.5,0.0,0.256,192.30769230769232,IPSFullHD,50243.04
Asus,Notebook,Windows,Inteli7,IntelHD,8,2.0,0,2.7,1.024,0.256,214.28571428571428,NonIPSFullHD,71075.52
Lenovo,Notebook,Windows,Inteli3,IntelHD,4,1.85,0,2.0,1.024,0.0,192.30769230769232,NonIPSFullHD,23922.72
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,8,2.5,0,2.8,0.0,0.256,192.30769230769232,NonIPSFullHD,53226.72
HP,Notebook,Windows,Inteli5,IntelHD,8,1.48,0,2.6,0.0,0.256,214.28571428571428,NonIPSFullHD,67559.04
Dell,Ultrabook,Windows,Inteli5,NvidiaGeForce,8,1.9,0,1.6,1.024,0.128,192.30769230769232,IPSFullHD,55890.72
HP,Notebook,Windows,Inteli5,IntelHD,8,1.84,0,2.5,0.0,0.256,192.30769230769232,NonIPSFullHD,60952.32
Asus,Notebook,Linux,IntelCeleron,IntelHD,4,2.0,0,1.1,1.024,0.0,136.7948717948718,NonIPS,14651.4672
Dell,Notebook,Windows,Inteli5,NvidiaGeForce,8,2.0,0,1.6,0.0,0.256,192.30769230769232,NonIPSFullHD,60885.72
Dell,Notebook,Linux,IntelCeleron,IntelHD,4,2.2,0,1.6,0.5,0.0,136.7948717948718,NonIPS,14646.672
Lenovo,Notebook,Windows,AmdA,AMDRadeon,12,2.2,0,3.6,2.048,0.0,192.30769230769232,NonIPSFullHD,47898.72
HP,Notebook,Windows,Inteli3,NvidiaGeForce,8,2.1,0,2.4,1.024,0.0,192.30769230769232,IPSFullHD,38148.48
Lenovo,2 in 1 Convertible,Windows,Inteli7,IntelHD,16,1.4,1,1.8,0.0,0.512,431.6546762589928,IPS4KUltraHD,111834.72
Dell,Ultrabook,Windows,Inteli7,IntelHD,8,1.2,0,1.8,0.0,0.256,225.56390977443607,NonIPSFullHD,84129.12
Lenovo,Gaming,Windows,Inteli7,NvidiaGeForce,16,2.4,0,2.8,2.048,0.256,192.30769230769232,IPSFullHD,60153.12
HP,Notebook,Windows,IntelCeleron,IntelHD,2,1.44,0,1.6,0.0,0.0,152.42857142857142,NonIPS,14865.12
Dell,Ultrabook,Windows,Inteli7,IntelHD,16,1.88,0,1.9,0.0,0.768,192.30769230769232,NonIPSFullHD,85672.1088
Asus,2 in 1 Convertible,Windows,IntelCeleron,IntelHD,4,1.5,1,1.1,0.0,0.0,183.9655172413793,NonIPS,19980.0
Dell,Ultrabook,Windows,Inteli5,AMDRadeon,8,1.9,0,1.6,1.024,0.0,192.30769230769232,NonIPSFullHD,35324.64
Dell,Notebook,Windows,Inteli7,NvidiaGeForce,16,2.06,1,2.8,0.0,0.512,384.61538461538464,NonIPS4KUltraHD,108020.9376
HP,Notebook,Windows,Inteli7,IntelHD,8,1.84,0,2.7,0.0,0.256,192.30769230769232,NonIPSFullHD,69477.12
MSI,Gaming,Windows,Inteli7,NvidiaGeForce,8,2.7,0,2.8,1.024,0.128,173.41040462427745,NonIPSFullHD,75071.52
HP,Workstation,Windows,Inteli7,NvidiaQuadro,8,2.6,0,2.8,0.0,0.256,192.30769230769232,NonIPSFullHD,92615.0256
Toshiba,Notebook,Windows,Inteli7,NvidiaGeForce,16,2.4,0,2.5,0.0,0.512,192.30769230769232,IPSFullHD,74751.84
Dell,Notebook,Windows,Inteli7,AMDRadeon,8,2.02,0,1.8,2.048,0.128,192.30769230769232,NonIPSFullHD,51729.55199999999
Lenovo,Notebook,Others,IntelCeleron,IntelHD,4,2.2,0,1.1,1.024,0.0,136.7948717948718,NonIPS,17155.627200000003
Dell,Gaming,Windows,Inteli5,NvidiaGeForce,8,2.65,0,2.5,1.024,0.0,192.30769230769232,NonIPSFullHD,53226.72
Dell,Notebook,Windows,Inteli5,IntelHD,8,2.36,1,2.5,2.048,0.0,136.7948717948718,NonIPS,29696.6736
Dell,Notebook,Windows,Inteli5,IntelHD,8,1.36,0,2.6,0.0,0.256,214.28571428571428,NonIPSFullHD,76030.56
HP,Notebook,Windows,Inteli3,IntelHD,4,1.86,0,2.0,0.5,0.0,136.7948717948718,NonIPS,23389.92
Asus,Notebook,Windows,Inteli5,IntelHD,8,2.0,0,2.5,0.0,0.256,214.28571428571428,NonIPSFullHD,50349.6
Lenovo,Notebook,Windows,Inteli5,NvidiaGeForce,6,2.8,0,2.5,1.024,0.128,144.50867052023122,NonIPS,38308.32
HP,Notebook,Windows,Inteli5,IntelHD,8,1.86,0,2.5,1.024,0.0,192.30769230769232,NonIPSFullHD,34045.92
Lenovo,Notebook,Others,Inteli3,NvidiaGeForce,8,2.2,0,2.0,0.0,0.256,136.7948717948718,NonIPS,26586.72
HP,Notebook,Windows,IntelPentium,IntelHD,8,2.04,0,1.6,2.048,0.0,136.7948717948718,NonIPS,20725.92
Dell,Notebook,Windows,Inteli5,AMDRadeon,8,2.8,0,1.6,1.024,0.128,173.41040462427745,NonIPSFullHD,57808.8
Lenovo,Gaming,Others,Inteli5,NvidiaGeForce,8,2.4,0,2.5,1.024,0.128,192.30769230769232,IPSFullHD,43103.52
Dell,Notebook,Windows,Inteli7,AMDRadeon,8,2.33,0,2.7,0.0,0.256,192.30769230769232,NonIPSFullHD,47898.72
HP,Ultrabook,Windows,Inteli7,IntelHD,8,1.36,0,2.7,0.0,0.256,214.28571428571428,IPSFullHD,93240.0
Asus,2 in 1 Convertible,Windows,Inteli7,NvidiaGeForce,12,2.26,1,2.7,2.048,0.512,192.30769230769232,NonIPSFullHD,58554.72
Acer,Notebook,Windows,AmdA,AMDRadeon,4,2.1,0,3.0,0.0,0.128,136.7948717948718,NonIPS,22697.28
Asus,Gaming,Windows,AmdRyzen,AMDRadeon,16,3.25,0,3.0,1.024,0.256,173.41040462427745,IPSFullHD,117162.72
Lenovo,Notebook,Windows,AmdA,AMDRadeon,4,2.6,0,2.2,0.0,0.128,144.50867052023122,NonIPS,26053.92
Dell,2 in 1 Convertible,Windows,Inteli7,IntelHD,8,1.62,1,1.8,0.0,0.256,225.56390977443607,NonIPSFullHD,46300.85279999999
HP,Notebook,Windows,AmdA,AMDRadeon,4,1.91,0,3.0,0.0,0.256,192.30769230769232,NonIPSFullHD,26053.3872
Lenovo,Netbook,Windows,IntelCeleron,IntelHD,4,1.59,0,1.1,0.0,0.128,183.9655172413793,IPS,29463.84
Dell,Notebook,Windows,IntelCeleron,IntelHD,4,1.8,0,1.6,0.5,0.0,136.7948717948718,NonIPS,16463.52
Asus,Notebook,Windows,IntelCeleron,IntelHD,4,1.5,0,1.1,0.0,0.0,152.42857142857142,NonIPS,15238.08
Acer,Notebook,Linux,Inteli7,NvidiaGeForce,8,2.4,0,2.8,1.024,0.0,192.30769230769232,NonIPSFullHD,45074.88
HP,Gaming,Windows,Inteli7,NvidiaGeForce,8,3.35,0,2.8,1.024,0.128,173.41040462427745,IPSFullHD,63456.48
Lenovo,Notebook,Others,Inteli3,IntelHD,4,1.85,0,2.0,0.0,0.128,192.30769230769232,NonIPSFullHD,21498.48
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,8,2.3,0,2.8,1.024,0.128,192.30769230769232,IPSFullHD,88178.4
Lenovo,Notebook,Windows,Inteli5,NvidiaGeForce,8,1.5,0,2.5,0.0,0.256,214.28571428571428,IPSFullHD,58554.72
Asus,Ultrabook,Windows,Inteli7,IntelHD,16,1.1,1,2.7,0.0,0.512,225.56390977443607,NonIPSFullHD,93181.392
Lenovo,Ultrabook,Windows,Inteli7,IntelHD,8,1.13,0,2.7,0.0,0.512,285.7142857142857,IPS,121584.96
Lenovo,Notebook,Windows,Inteli3,IntelHD,4,1.5,0,2.4,0.0,0.128,225.56390977443607,IPSFullHD,29250.72
Dell,Workstation,Windows,Inteli5,AMDFirePro,8,2.23,0,2.6,0.5,0.0,192.30769230769232,NonIPSFullHD,72940.31999999999
Dell,Workstation,Windows,Inteli7,NvidiaQuadro,8,2.0,0,2.7,0.0,0.256,192.30769230769232,IPSFullHD,113752.8
Lenovo,2 in 1 Convertible,Windows,Inteli7,IntelHD,16,1.42,1,2.7,0.0,0.512,285.7142857142857,NonIPS,133679.52
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,8,3.0,0,2.8,1.024,0.0,173.41040462427745,NonIPSFullHD,55357.92
Asus,Gaming,Windows,Inteli7,NvidiaGeForce,16,3.0,0,2.8,1.024,0.256,173.41040462427745,NonIPSFullHD,84768.48
Acer,Notebook,Windows,Inteli5,NvidiaGeForce,12,2.2,0,1.6,1.024,0.0,136.7948717948718,IPS,36975.7872
MSI,Gaming,Windows,Inteli7,NvidiaGeForce,8,2.7,0,2.8,0.0,0.256,173.41040462427745,NonIPSFullHD,71874.72
Dell,Notebook,Linux,Inteli7,AMDRadeon,8,2.33,0,2.7,0.0,0.256,192.30769230769232,NonIPSFullHD,41498.1936
HP,Ultrabook,Windows,AmdA,AMDRadeon,4,1.91,0,3.0,0.0,0.256,192.30769230769232,NonIPSFullHD,26586.72
Lenovo,Notebook,Windows,Inteli7,AMDRadeon,8,2.1,0,1.8,0.0,0.256,192.30769230769232,IPSFullHD,65510.9568
Lenovo,Notebook,Windows,Inteli5,IntelHD,8,1.9,0,2.5,0.0,0.256,214.28571428571428,IPSFullHD,49976.64
Dell,Workstation,Windows,Inteli7,NvidiaQuadro,8,1.78,1,2.8,0.0,0.256,384.61538461538464,NonIPS4KUltraHD,144495.36
